ORACLE_TABLE_ID,ORACLE_COL_NAME,ORACLE_COL_DESCRIPTION,ORACLE_DATATYPE
53977.0,ENABLE_PROJECT_WF_FLAG,This column indicates if a budget approval workflow can be enabled for this project type.,V
78671.0,SALES_CHANNEL_CODE,Order Management lookup code for the SALES_CHANNEL attribute.,V
78671.0,ORDER_TYPE_ID,No longer used,N
78671.0,PRICE_LIST_ID,Price list identifier,N
78671.0,SUBCATEGORY_CODE,No longer used,V
78671.0,TAX_CODE,Tax Code for the Customer,V
78671.0,FREIGHT_TERM,Order Management lookup code for the FREIGHT_TERMS attribute.,V
78671.0,CUST_ACCOUNT_ID,Customer account identifier,N
78671.0,LAST_UPDATE_DATE,Standard Who column - date when a user last updated this row.,D
78671.0,ACCOUNT_NUMBER,Account Number,V
78671.0,LAST_UPDATED_BY,Standard who column - user who last updated this row (foreign key to FND_USER.USER_ID).,N
78671.0,CREATION_DATE,Standard who column - date when this row was created.,D
78671.0,CREATED_BY,Standard who column - user who created this row (foreign key to FND_USER.USER_ID).,N
78671.0,LAST_UPDATE_LOGIN,Standard who column - operating system login of user who last updated this row (foreign key to FND_LOGINS.LOGIN_ID).,N
78671.0,PROGRAM_ID,Concurrent Program who column - program id of the program that last updated this row (foreign key to FND_CONCURRENT_PROGRAM.CONCURRENT_PROGRAM_ID).,N
78671.0,PROGRAM_UPDATE_DATE,Concurrent Program who column - date when a program last updated this row).,D
78671.0,ATTRIBUTE1,Descriptive flexfield segment,V
78671.0,ATTRIBUTE2,Descriptive flexfield segment,V
78671.0,ATTRIBUTE3,Descriptive flexfield segment,V
78671.0,ATTRIBUTE4,Descriptive flexfield segment,V
78671.0,ATTRIBUTE5,Descriptive flexfield segment,V
78671.0,ATTRIBUTE6,Descriptive flexfield segment,V
78671.0,ATTRIBUTE7,Descriptive flexfield segment,V
78671.0,ATTRIBUTE8,Descriptive flexfield segment,V
78671.0,ATTRIBUTE9,Descriptive flexfield segment,V
78671.0,ATTRIBUTE10,Descriptive flexfield segment,V
78671.0,ATTRIBUTE11,Descriptive flexfield segment,V
78671.0,ATTRIBUTE12,Descriptive flexfield segment,V
78671.0,ATTRIBUTE13,Descriptive flexfield segment,V
78671.0,ATTRIBUTE14,Descriptive flexfield segment,V
78671.0,ATTRIBUTE15,Descriptive flexfield segment,V
78671.0,ATTRIBUTE16,Descriptive Flexfield segment,V
78671.0,ATTRIBUTE17,Descriptive Flexfield segment,V
78671.0,ATTRIBUTE18,Descriptive Flexfield segment,V
78671.0,ATTRIBUTE19,Descriptive Flexfield segment,V
78671.0,ATTRIBUTE20,Descriptive Flexfield segment,V
78671.0,GLOBAL_ATTRIBUTE_CATEGORY,Reserved for country-specific functionality,V
78671.0,GLOBAL_ATTRIBUTE1,Reserved for country-specific functionality,V
60191.0,ATTRIBUTE1,Descriptive flexfield segment,V
60191.0,ATTRIBUTE10,Descriptive flexfield segment,V
60191.0,ATTRIBUTE11,Descriptive flexfield segment,V
60191.0,ATTRIBUTE12,Descriptive flexfield segment,V
60191.0,ATTRIBUTE13,Descriptive flexfield segment,V
60191.0,ATTRIBUTE14,Descriptive flexfield segment,V
60191.0,ATTRIBUTE15,Descriptive flexfield segment,V
60191.0,ATTRIBUTE2,Descriptive flexfield segment,V
60191.0,ATTRIBUTE3,Descriptive flexfield segment,V
60191.0,ATTRIBUTE4,Descriptive flexfield segment,V
60191.0,ATTRIBUTE5,Descriptive flexfield segment,V
60191.0,ATTRIBUTE6,Descriptive flexfield segment,V
60191.0,ATTRIBUTE7,Descriptive flexfield segment,V
60191.0,ATTRIBUTE8,Descriptive flexfield segment,V
60191.0,ATTRIBUTE9,Descriptive flexfield segment,V
60191.0,CONTEXT,Descriptive flexfield context,V
60191.0,CONVERSION_DATE,Currency conversion date,D
60191.0,CONVERSION_RATE,Currency conversion rate,N
60191.0,CONVERSION_TYPE,Currency conversion type,V
60191.0,CREATED_BY,Standard Who column,N
60191.0,CREATION_DATE,Standard Who column,D
60191.0,FROM_CURRENCY,From currency,V
60191.0,LAST_UPDATED_BY,Standard Who column,N
60191.0,LAST_UPDATE_DATE,Standard Who column,D
60191.0,LAST_UPDATE_LOGIN,Standard Who column,N
60191.0,STATUS_CODE,Daily balances up to date flag,V
60191.0,TO_CURRENCY,To currency,V
69775.0,PAY_ON_CODE,Indicator of whether the release will be paid upon receipt,V
69775.0,PCARD_ID,Unique identifier for the procurement card used for the order,N
69724.0,ATTRIBUTE5,Descriptive flexfield segment,V
69724.0,ATTRIBUTE6,Descriptive flexfield segment,V
69724.0,ATTRIBUTE7,Descriptive flexfield segment,V
69724.0,ATTRIBUTE8,Descriptive flexfield segment,V
69724.0,ATTRIBUTE9,Descriptive flexfield segment,V
69724.0,ATTRIBUTE_CATEGORY,Descriptive flexfield structure definition column.,V
69724.0,CATEGORY_ID,Category,N
69724.0,COMMENTS,Comments,V
69724.0,CREATED_BY,Standard who column - user who created this row (foreign key to FND_USER.USER_ID).,N
69741.0,PCARD_ID,Unique identifer for the procurement card used for the order (References AP_CARDS_ALL.card_id),N
69741.0,PRICE_UPDATE_TOLERANCE,Maximum percentage increase allowed in price/sales catalog update (832 EDI transaction) sent by supplier,N
52546.0,MERCHANT_REF,"Merchant's identifier for the Credit Card Processor, usually provided by the bank or credit card issuer",V
57856.0,QUANTITY_SOURCE,Currently not used,V
57856.0,RAW_COST,The raw cost of the budget line,N
57856.0,RAW_COST_SOURCE,Currently not used,V
57856.0,RESOURCE_ASSIGNMENT_ID,The identifier of the resource assignment of the budget line,N
57856.0,REVENUE,The revenue of the budget line,N
57856.0,REVENUE_SOURCE,Currently not used,V
57856.0,START_DATE,The start date of the budget line,D
57858.0,ATTRIBUTE1,Descriptive flexfield segment,V
57858.0,ATTRIBUTE10,Descriptive flexfield segment,V
57858.0,ATTRIBUTE11,Descriptive flexfield segment,V
57858.0,ATTRIBUTE12,Descriptive flexfield segment,V
57858.0,ATTRIBUTE13,Descriptive flexfield segment,V
57858.0,ATTRIBUTE14,Descriptive flexfield segment,V
57858.0,ATTRIBUTE15,Descriptive flexfield segment,V
57858.0,ATTRIBUTE2,Descriptive flexfield segment,V
57858.0,ATTRIBUTE3,Descriptive flexfield segment,V
57858.0,ATTRIBUTE4,Descriptive flexfield segment,V
57858.0,ATTRIBUTE5,Descriptive flexfield segment,V
57858.0,ATTRIBUTE6,Descriptive flexfield segment,V
57858.0,ATTRIBUTE7,Descriptive flexfield segment,V
57858.0,ATTRIBUTE8,Descriptive flexfield segment,V
57858.0,ATTRIBUTE9,Descriptive flexfield segment,V
57858.0,ATTRIBUTE_CATEGORY,Descriptive flexfield context field,V
57858.0,BASELINED_BY_PERSON_ID,The identifier of the person who baselined the budget,N
57858.0,BASELINED_DATE,The baselined date of the budget version,D
57858.0,BUDGET_ENTRY_METHOD_CODE,The method used to enter the budget version,V
57858.0,BUDGET_STATUS_CODE,The status of a budget.,V
57858.0,BUDGET_TYPE_CODE,The type of budget,V
57858.0,BUDGET_VERSION_ID,The system-generated number that uniquely identifies the budget version,N
57858.0,BURDENED_COST,The burdened cost budget of the project. It is a denormalized column,N
57858.0,CHANGE_REASON_CODE,The reason to create this budget version,V
57858.0,CREATED_BY,Standard Who Column,N
52593.0,ARRIVALSETS_INCLUDE_LINES_FLAG,Y if lines should automatically be included in arrival sets,V
52593.0,DATES_NEGATIVE_TOLERANCE,Negative tolerance for acceptable dates,N
52593.0,DATES_POSITIVE_TOLERANCE,Positive tolerance for acceptable dates,N
52593.0,DATE_TYPE_PREFERENCE,Preference for ship or arrival dates,V
52593.0,FINCHRG_RECEIVABLES_TRX_ID,Foreign key to AR_RECEIVABLES_TRX.  Indicates the Receivables Activity to use to account for tax on finance charges.,N
52593.0,GL_ID_CLEARING,Code combination ID for the Receivable Account,N
52593.0,GL_ID_FREIGHT,Code combination ID for the Receivable Account,N
52593.0,GL_ID_REC,Code combination ID for the Receivable Account,N
52593.0,GL_ID_REV,Code combination ID for the Receivable Account,N
52593.0,GL_ID_TAX,Code combination ID for the Receivable Account,N
52593.0,GL_ID_UNBILLED,Code combination ID for the Receivable Account,N
52593.0,GL_ID_UNEARNED,Code combination ID for the Receivable Account,N
52593.0,INVOICE_QUANTITY_RULE,Rule to indicate whether to invoice for ordered quantity or fulfilled quantity,V
52593.0,ITEM_CROSS_REF_PREF,Lookup for item cross reference preference for placing orders,V
52593.0,OVER_RETURN_TOLERANCE,Percentage tolerance for over return,N
52593.0,OVER_SHIPMENT_TOLERANCE,Percentage tolerance for over shipment,N
52593.0,PRICING_EVENT,"Event at which to price orders.  For example, at entry, at shipping, or at invoicing.",V
52593.0,SCHED_DATE_PUSH_FLAG,Y if group schedule date should automatically be pushed,V
69812.0,CUSTOMER_ID,Customer unique identifier,N
69812.0,CUSTOMER_SITE_ID,Customer site unique identifier,N
69812.0,SHIP_TO_ORG_ID,Ship-to organization unique identifier,N
84282.0,ATTRIBUTE1,Standard DFF Columns.,V
84282.0,ATTRIBUTE10,Standard DFF Columns.,V
84282.0,ATTRIBUTE11,Standard DFF Columns.,V
84282.0,ATTRIBUTE12,Standard DFF Columns.,V
84282.0,ATTRIBUTE13,Standard DFF Columns.,V
84282.0,ATTRIBUTE14,Standard DFF Columns.,V
84282.0,ATTRIBUTE15,Standard DFF Columns.,V
84282.0,ATTRIBUTE3,Standard DFF Columns.,V
84282.0,ATTRIBUTE4,Standard DFF Columns.,V
84282.0,ATTRIBUTE5,Standard DFF Columns.,V
84282.0,ATTRIBUTE6,Standard DFF Columns.,V
84282.0,ATTRIBUTE8,Standard DFF Columns.,V
84282.0,ATTRIBUTE9,Standard DFF Columns.,V
84282.0,CREATED_BY,Standard WHO Columns,N
84282.0,CREATION_DATE,Standard WHO Columns,D
84282.0,DESCRIPTION,Description.,V
84282.0,END_DATE_ACTIVE,Activation End Date.,D
84282.0,INCIDENT_ALLOWED_FLAG,Flag indicating if the Creation of Incident (Service Request) is allowed.,V
84282.0,INSTANCE_STATUS_ID,Instance Status Identifier.,N
84282.0,LAST_UPDATED_BY,Standard WHO Columns,N
84282.0,LAST_UPDATE_DATE,Standard WHO Columns,D
84282.0,LAST_UPDATE_LOGIN,Standard WHO Columns,N
84282.0,NAME,Name.,V
84282.0,OBJECT_VERSION_NUMBER,Object Version Number.,N
84282.0,SECURITY_GROUP_ID,Security Group Identifier.,N
55164.0,FILE_NAME,filename for document,V
69812.0,ASN_STATUS,ASN shipment status,V
69812.0,ASN_TYPE,"The document type: ASN, ASBN or Receive",V
69812.0,CARRIER_EQUIPMENT,Carrier equipment description method,V
69812.0,CARRIER_EQUIPMENT_ALPHA,Carrier equipment identification initials,V
69812.0,CARRIER_EQUIPMENT_NUM,Carrier equipment identification number,V
69812.0,CARRIER_METHOD,Carrier transportation method code,V
69812.0,CONVERSION_DATE,Purchase order rate date. Used for ASBN only.,D
69812.0,CONVERSION_RATE,Purchase order rate. Used for ASBN only.,N
69812.0,CONVERSION_RATE_TYPE,Purchase order rate type. Used for ASBN only.,V
69812.0,CURRENCY_CODE,Code  from purchase order  currency code or PO_VENDOR_SITE.INVOICE_CURRENCY_CODE. Used for ASN with billing information (ASBN) only.,V
69812.0,EDI_CONTROL_NUM,EDI transaction control number if data is imported via EDI,V
69812.0,FREIGHT_AMOUNT,EDI transaction 857 freight bill amount,N
69812.0,FREIGHT_BILL_NUMBER,Freight bill (PRO invoice) number,V
69812.0,FREIGHT_TERMS,"Freight payment method (user defined, e.g. PREPAID, COLLECT)",V
69812.0,GROSS_WEIGHT,Shipment gross weight from Advance Shipment Notice (ASN),N
69812.0,GROSS_WEIGHT_UOM_CODE,Shipment gross weight unit of measure from ASN,V
69812.0,HAZARD_CLASS,Hazardous material class of shipment,V
69812.0,HAZARD_CODE,Hazardous material qualifier code of the shipment,V
69812.0,HAZARD_DESCRIPTION,Hazardous material description,V
69812.0,INVOICE_AMOUNT,EDI transaction 857 invoice amount,N
69812.0,INVOICE_DATE,EDI transaction 857 invoice date,D
69812.0,INVOICE_STATUS_CODE,Eligibility status for automated Oracle Payables invoice creation,V
69812.0,NET_WEIGHT,Shipment net weight from ASN,N
69812.0,NET_WEIGHT_UOM_CODE,Shipment net weight unit of measure from ASN,V
69812.0,NOTICE_CREATION_DATE,EDI transaction create date/time at source if data is imported via EDI,D
69812.0,PACKAGING_CODE,Shipment packaging code,V
69812.0,PAYMENT_TERMS_ID,EDI transaction 857 payment terms,N
69812.0,SPECIAL_HANDLING_CODE,Special handling code,V
69812.0,TAR_WEIGHT,Shipment tar (container) weight from ASN,N
69812.0,TAR_WEIGHT_UOM_CODE,Shipment tar (container) weight unit of measure from ASN,V
69812.0,TAX_AMOUNT,EDI transaction 857 tax amount indicated at the header level,N
69812.0,TAX_NAME,EDI transaction 857 tax name indicated at the header level,V
51382.0,GEN_OBJECT_ID,genealogy object ID,N
69741.0,AGENT_ID,Buyer unique identifier. (References PO_AGENTS.agent_id),N
69741.0,AMOUNT_LIMIT,"Blanket, Planned PO or Contract only: Maximum amount that can be released",N
50218.0,ANTICIPATED_VALUE_DATE,Anticipated Value Date.  For use by Cash Management,D
50218.0,DESCRIPTION,This is the payment description.,V
69741.0,APPROVAL_REQUIRED_FLAG,Indicates whether a quote or RFQ requires approval,V
69741.0,ACCEPTANCE_DUE_DATE,Date by which the supplier should accept the purchase order,D
69741.0,ACCEPTANCE_REQUIRED_FLAG,Indicates whether acceptance from the supplier is required or not,V
69741.0,APPROVED_DATE,Date the purchase order was last approved,D
69741.0,APPROVED_FLAG,Indicates whether the purchase order is approved or not,V
69741.0,ATTRIBUTE1,Descriptive flexfield segment,V
69741.0,ATTRIBUTE10,Descriptive flexfield segment,V
69741.0,ATTRIBUTE11,Descriptive flexfield segment,V
69741.0,ATTRIBUTE12,Descriptive flexfield segment,V
69741.0,ATTRIBUTE13,Descriptive flexfield segment,V
69741.0,ATTRIBUTE14,Descriptive flexfield segment,V
69741.0,ATTRIBUTE15,Descriptive flexfield segment,V
69741.0,ATTRIBUTE2,Descriptive flexfield segment,V
69741.0,ATTRIBUTE3,Descriptive flexfield segment,V
69741.0,ATTRIBUTE4,Descriptive flexfield segment,V
69741.0,ATTRIBUTE5,Descriptive flexfield segment,V
69741.0,ATTRIBUTE6,Descriptive flexfield segment,V
69741.0,ATTRIBUTE7,Descriptive flexfield segment,V
69741.0,ATTRIBUTE8,Descriptive flexfield segment,V
69741.0,ATTRIBUTE9,Descriptive flexfield segment,V
69741.0,ATTRIBUTE_CATEGORY,Descriptive flexfield structure definition column.,V
69741.0,AUTHORIZATION_STATUS,Authorization status of the purchase order (References PO_LOOKUP_CODES.lookup_code with LOOKUP_TYPE='AUTHORIZATION STATUS'),V
69741.0,BILL_TO_LOCATION_ID,Bill-to location unique identifier (References HR_LOCATIONS_ALL.location_id),N
69741.0,BLANKET_TOTAL_AMOUNT,Amount agreed for the planned or blanket purchase order,N
69741.0,CANCEL_FLAG,Indicates whether the purchase order is cancelled or not,V
69741.0,CLOSED_CODE,Describes the closure status of the document (References PO_LOOKUP_CODES.lookup_code with LOOKUP_TYPE='DOCUMENT STATE'),V
69741.0,CLOSED_DATE,Date the document was closed,D
69741.0,COMMENTS,Descriptive comments for the document,V
69741.0,CONFIRMING_ORDER_FLAG,Indicates whether the purchase order is a confirming order or not,V
69741.0,CREATED_BY,Standard who column - user who created this row (foreign key to FND_USER.USER_ID).,N
69741.0,CREATION_DATE,Standard who column - date when this row was created.,D
69741.0,CURRENCY_CODE,Unique identifier for the currency (References FND_CURRENCIES.currency_code),V
69741.0,ENABLED_FLAG,Key Flexfield enabled flag,V
69741.0,END_DATE,Expiration date of the document,D
69741.0,END_DATE_ACTIVE,Key Flexfield end date,D
69741.0,FIRM_DATE,Date from which the purchase order is firmed,D
69741.0,FIRM_STATUS_LOOKUP_CODE,Indicates whether you want to prevent this purchase order from being automatically rescheduled by your manufacturing application,V
69741.0,FOB_LOOKUP_CODE,Type of free-on-board terms for the document (References PO_LOOKUP_CODES.lookup_code with LOOKUP_TYPE='FOB'),V
69741.0,FREIGHT_TERMS_LOOKUP_CODE,Type of freight terms for the document (References PO_LOOKUP_CODES.lookup_code with LOOKUP_TYPE='FREIGHT TERMS'),V
69741.0,FROM_HEADER_ID,Unique identifier of the quotation (standard or planned POs only) or global agreement (standard POs only) referenced by this line (References PO_HEADERS_ALL.po_header_id),N
69741.0,FROM_TYPE_LOOKUP_CODE,Document type of the document used to autocreate another document (References: PO_DOCUMENT_TYPES_ALL_B.document_subtype),V
69741.0,FROZEN_FLAG,Indicates whether the document is frozen or not,V
69741.0,GOVERNMENT_CONTEXT,USSGL descriptive flexfield context column,V
69741.0,LAST_UPDATED_BY,Standard who column - user who last updated this row (foreign key to FND_USER.USER_ID).,N
69741.0,LAST_UPDATE_DATE,Standard Who column - date when a user last updated this row.,D
69741.0,LAST_UPDATE_LOGIN,Standard who column - operating system login of user who last updated this row (foreign key to FND_LOGINS.LOGIN_ID).,N
69741.0,MIN_RELEASE_AMOUNT,Minimum amount that can be released against a blanket or planned purchase order,N
69741.0,NOTE_TO_AUTHORIZER,Not currently used,V
69741.0,NOTE_TO_RECEIVER,Note to the receiver of the purchase order,V
69741.0,NOTE_TO_VENDOR,Note to the supplier,V
69741.0,ORG_ID,Organization identifier,N
69741.0,PO_HEADER_ID,Document header unique identifier,N
69741.0,PRINTED_DATE,Date the document was last printed,D
69741.0,PRINT_COUNT,Number of times the document was printed,N
69741.0,PROGRAM_APPLICATION_ID,Concurrent Program who column - application id of the program that last updated this row (foreign key to FND_APPLICATION.APPLICATION_ID).,N
