SAP_TABLE_NAME,SAP_COL_NAME,ROLLNAME,SAP_DATATYPE,SAP_COL_DESCRIPTION
VBAK,ABDIS,ABDIS,CHAR,MRP for delivery schedule types
VBAK,ABHOB,ABHOZ,TIMS,Pick up time
VBAK,ABHOD,ABHOD,DATS,Pick up date
VBAK,ABHOV,ABHOZ,TIMS,Pick up time
VBAK,ABRUF_PART,ABRUF_PART,CHAR,Check partner authorizations
VBAK,ABRVW,ABRVW,CHAR,Usage Indicator
VBAK,AEDAT,AEDAT,DATS,Changed On
VBAK,AGRZR,AGRZR,NUMC,Accrual period for order-related billing docs.to be accrued
VBAK,AMTBL,AMTBL_CM,CURR,Released credit value of the document
VBAK,ANGDT,ANGDT_V,DATS,Quotation/Inquiry is valid from
VBAK,AUART,AUART,CHAR,Sales Document Type
VBAK,AUDAT,AUDAT,DATS,Document Date (Date Received/Sent)
VBAK,AUFNR,AUFNR,CHAR,Order Number
VBAK,AUGRU,AUGRU,CHAR,Order reason (reason for the business transaction)
VBAK,AUTLF,AUTLF,CHAR,Complete delivery defined for each sales order?
VBAK,AWAHR,AWAHR_AK,NUMC,Sales probability
VBAK,BNAME,BNAME_V,CHAR,Name of orderer
VBAK,BNDDT,BNDDT,DATS,Date until which bid/quotation is binding (valid-to date)
VBAK,BSARK,BSARK,CHAR,Customer purchase order type
VBAK,BSTDK,BSTDK,DATS,Customer purchase order date
VBAK,BSTNK,BSTNK,CHAR,Customer purchase order number
VBAK,BSTZD,BSTZD,CHAR,Purchase order number supplement
VBAK,BUKRS_VF,BUKRS_VF,CHAR,Company code to be billed
VBAK,CMFRE,CMFRE,DATS,Release date of the document determined by credit management
VBAK,CMNGV,CMNGV,DATS,Next date
VBAK,CMNUP,CMNUP,DATS,Date of next credit check of document
VBAK,CMWAE,WAERS_CM,CUKY,Currency key of credit control area
VBAK,CONT_DG,ADGE_NCDG,CHAR,Indicator: Document contains dangerous goods
VBAK,CRM_GUID,CHAR70,CHAR,"Character field, length 70"
VBAK,CTLPC,CTLPC_CM,CHAR,Credit management: Risk category
VBAK,DAT_FZAU,DAT_FZAU,DATS,Cml delivery order qty date
VBAK,ENQUEUE_GRP,ENQUEUE_GRP,CHAR,Block master contr. until all lower level contracts updated
VBAK,ERDAT,ERDAT,DATS,Date on Which Record Was Created
VBAK,ERNAM,ERNAM,CHAR,Name of Person who Created the Object
VBAK,ERZET,ERZET,TIMS,Entry time
VBAK,FAKSK,FAKSK,CHAR,Billing block in SD document
VBAK,FKARA,FKARA,CHAR,Proposed billing type for an order-related billing document
VBAK,FMBDAT,MBDAT,DATS,Material Staging/Availability Date
VBAK,GRUPP,GRUPP_CM,CHAR,Customer Credit Group
VBAK,GSBER,GSBER,CHAR,Business Area
VBAK,GSKST,GSKST,CHAR,Business area from cost center
VBAK,GUEBG,GUEBG,DATS,"Valid-from date (outline agreements, product proposals)"
VBAK,GUEEN,GUEEN,DATS,"Valid-to date (outline agreements, product proposals)"
VBAK,GWLDT,GWLDT,DATS,Guarantee date
VBAK,HANDLE,TSEGGUID_VBAK,CHAR,International unique key for VBAK-VBELN
VBAK,HB_CONT_REASON,HB_CONT,CHAR,Contingency  data
VBAK,HB_EXPDATE,HB_EXP,DATS,Expiration date
VBAK,HB_RESDATE,HB_RES,DATS,Resolution date
VBAK,HITYP_PR,HITYP_PR,CHAR,Hierarchy type for pricing
VBAK,IHREZ,IHREZ,CHAR,Your Reference
VBAK,KALCD,KALCD,CHAR,Procedure for Campaign Determination
VBAK,KALSM,KALSMASD,CHAR,Sales and Distribution: Pricing Procedure in Pricing
VBAK,KALSM_CH,KALSMA_CH,CHAR,Search procedure for batch determination
VBAK,KKBER,KKBER,CHAR,Credit control area
VBAK,KNKLI,KNKLI,CHAR,Customer's account number with credit limit reference
VBAK,KNUMA,KNUMA,CHAR,Agreement (various conditions grouped together)
VBAK,KNUMV,KNUMV,CHAR,Number of the document condition
VBAK,KOKRS,KOKRS,CHAR,Controlling Area
VBAK,KOSTL,KOSTL,CHAR,Cost Center
VBAK,KTEXT,KTEXT_V,CHAR,Search term for product proposal
VBAK,KUNNR,KUNAG,CHAR,Sold-to party
VBAK,KURST,KURST,CHAR,Exchange Rate Type
VBAK,KVGR1,KVGR1,CHAR,Customer group 1
VBAK,KVGR2,KVGR2,CHAR,Customer group 2
VBAK,KVGR3,KVGR3,CHAR,Customer group 3
VBAK,KVGR4,KVGR4,CHAR,Customer group 4
VBAK,KVGR5,KVGR5,CHAR,Customer group 5
VBAK,LANDTX,LANDTX,CHAR,Tax departure country
VBAK,LIFSK,LIFSK,CHAR,Delivery block (document header)
VBAK,LOGSYSB,LOGSYSB,CHAR,Logical system with which document was created
VBAK,MAHDT,MAHDT,DATS,Last customer contact date
VBAK,MAHZA,MAHZA,DEC,Number of contacts from the customer
VBAK,MANDT,MANDT,CLNT,Client
VBAK,MTLAUR,HB_MTLAUR,CHAR,Marker for Low Income Housing
VBAK,MULTI,CMPC_MULT_CAMPAIGN,CHAR,Multiple Campaigns/Trade Promotions Active Indicator
VBAK,NETWR,NETWR_AK,CURR,Net Value of the Sales Order in Document Currency
VBAK,OBJNR,OBJKO,CHAR,Object number at header level
VBAK,PHASE,HB_SPHSE,CHAR,Sales Phase
VBAK,PROLI,ADGE_PROLI,CHAR,Dangerous Goods Management Profile in SD Documents
VBAK,PS_PSP_PNR,PS_PSP_PNR,NUMC,Work Breakdown Structure Element (WBS Element)
VBAK,QMNUM,QMNUM,CHAR,Notification No
VBAK,RPLNR,RPLNR,CHAR,Number of payment card plan type
VBAK,SBGRP,SBGRP_CM,CHAR,Credit representative group for credit management
VBAK,SCHEME_GRP,SCHEME_GRP,CHAR,Referencing requirement: Procedure
VBAK,SMENR,HB_SMENR,CHAR,Number of Sales Unit
VBAK,SPART,SPART,CHAR,Division
VBAK,STAFO,STAFO,CHAR,Update group for statistics update
VBAK,STAGE,HB_STAGE,INT4,Construction Stage
VBAK,STCEG_L,LAND1TX,CHAR,Tax destination country
VBAK,STWAE,STWAE,CUKY,Statistics currency
VBAK,SUBMI,SUBMI_SD,CHAR,Collective number (SD)
VBAK,SWENR,HB_SWENR,CHAR,Business  Entity Number
VBAK,TAXK1,TAXK1_AK,CHAR,Alternative tax classification
VBAK,TAXK2,TAXK2,CHAR,Tax classification 2 for customer
VBAK,TAXK3,TAXK3,CHAR,Tax classification 3 for customer
VBAK,TAXK4,TAXK4,CHAR,Tax Classification 4 Customer
VBAK,TAXK5,TAXK5,CHAR,Tax classification 5 for customer
VBAK,TAXK6,TAXK6,CHAR,Tax classification 6 for customer
VBAK,TAXK7,TAXK7,CHAR,Tax classification 7 for customer
VBAK,TAXK8,TAXK8,CHAR,Tax classification 8 for customer
VBAK,TAXK9,TAXK9,CHAR,Tax classification 9 for customer
VBAK,TELF1,TELF1_VP,CHAR,Telephone Number
VBAK,TRVOG,TRVOG,CHAR,Transaction group
VBAK,UPD_TMSTMP,TIMESTAMPL,DEC,UTC Time Stamp in Long Form (YYYYMMDDhhmmssmmmuuun)
VBAK,VBELN,VBELN_VA,CHAR,Sales Document
VBAK,VBELN_GRP,VBELN_GRP,CHAR,Mster contract number
VBAK,VBKLA,VBKLA,CHAR,Original system with release and transaction control
VBAK,VBKLT,VBKLT,CHAR,SD document indicator
VBAK,VBTYP,VBTYP,CHAR,SD document category
VBAK,VDATU,EDATU_VBAK,DATS,Requested delivery date
VBAK,VGBEL,VGBEL,CHAR,Document number of the reference document
VBAK,VGTYP,VBTYP_V,CHAR,Document category of preceding SD document
VBAK,VKBUR,VKBUR,CHAR,Sales Office
VBAK,VKGRP,VKGRP,CHAR,Sales Group
VBAK,VKORG,VKORG,CHAR,Sales Organization
VBAK,VPRGR,PRGRS_VBAK,CHAR,Proposed date type
VBAK,VSBED,VSBED,CHAR,Shipping Conditions
VBAK,VSNMR_V,VSNMR_V,CHAR,Sales document version number
VBAK,VTWEG,VTWEG,CHAR,Distribution Channel
VBAK,VZEIT,EZEIT_VBAK,TIMS,Proposed schedule line time (local with ref. to sales org.)
VBAK,WAERK,WAERK,CUKY,SD Document Currency
VBAK,XBLNR,XBLNR_V1,CHAR,Reference Document Number
VBAK,XEGDR,XEGDR,CHAR,Indicator: Triangular deal within the EU ?
PROJ,SMPRF,SIM_PROFIL,CHAR,Simulation profile
PROJ,SPART,SPART,CHAR,Division
PROJ,SPROG,PS_SPROG,DATS,Forecast start date of project definition
PROJ,SPSNR,PS_ISPSP,NUMC,Current number for standard project
PROJ,STORT,PS_STORT,CHAR,Location
PROJ,STSPD,PS_STSPD,CHAR,Status profile for project definition
PROJ,STSPR,PS_STSPR,CHAR,Status profile for WBS element
PROJ,TRMEQ,PS_TRMEQ,CHAR,Indicator: WBS dates detailed by activity dates
PROJ,TXJCD,TXJCD,CHAR,Tax Jurisdiction
PROJ,TXTSP,SPRAS,LANG,Language Key
PROJ,VBUKR,PS_VBUKR,CHAR,Company code for the project
PROJ,VERNA,PS_VERNA,CHAR,Name of responsible person (Project manager)
PROJ,VERNR,PS_VERNR,NUMC,Number of the responsible person (project manager)
PROJ,VGPLF,PS_VGPLF,NUMC,Planning method for project basic dates
PROJ,VGSBR,PS_VGSBR,CHAR,Business area for the project
PROJ,VKOKR,PS_VKOKR,CHAR,Controlling area for the project
PROJ,VKORG,VKORG,CHAR,Sales Organization
PROJ,VNAME,JV_NAME,CHAR,Joint Venture
PROJ,VPKSTU,SEU_LEVEL,NUMC,Node level
PROJ,VPROF,PROFIDNZPL,CHAR,Network profile
PROJ,VTWEG,VTWEG,CHAR,Distribution Channel
PROJ,WERKS,WERKS_D,CHAR,Plant
PROJ,XSTAT,PS_XSTAT,CHAR,Statistical WBS element
PROJ,ZFILE1EXTE,CHAR3,CHAR,3-Byte field
PROJ,ZFILE1NAME,CHAR20,CHAR,Char 20
PROJ,ZFILE2EXTE,CHAR3,CHAR,3-Byte field
PROJ,ZFILE2NAME,CHAR20,CHAR,Char 20
PROJ,ZFILE3EXTE,CHAR3,CHAR,3-Byte field
PROJ,ZFILE3NAME,CHAR20,CHAR,Char 20
PROJ,ZFILEPATH,CHAR40,CHAR,Character field of length 40
PROJ,ZSCHM,PS_ZSCHM,CHAR,Interest Profile for Project/Order Interest Calculation
PROJ,ZTEHT,PS_ZTEHT,UNIT,Time unit in time scheduling
PROJ,ZUORD,PS_ZUORD,NUMC,Network assignment
VBLB,ABART,ABART,CHAR,Release type
VBLB,ABEFZ,ABKFZ,QUAN,Cumulative Quantity Received by Customer
VBLB,ABFDA,ABFDA,DATS,Start of production go-ahead
VBLB,ABFDE,ABFDE,DATS,End of production go-ahead
VBLB,ABHOR,ABHOR,DATS,JIT horizon
VBLB,ABLLI,ABLLI,NUMC,Last internal release order number
VBLB,ABMDA,ABMDA,DATS,Start of material go-ahead
VBLB,ABMDE,ABMDE,DATS,End of material go-ahead
VBLB,ABRAB,ABRAB,DATS,Dlv. sched. valid from
VBLB,ABRBI,ABRBI,DATS,SA rel. valid to
VBLB,ABRDT,ABRDT,DATS,Delivery Schedule Date
VBLB,ABRDT_ORG,ABRDT_ORG,DATS,Delivery schedule date of creation
VBLB,ABRLI,ABRLI,NUMC,Internal delivery schedule number
VBLB,AEDAT,AEDAT,DATS,Changed On
VBLB,AKFFZ,AKFFZ,QUAN,Actual cumulative production go-ahead quantity
VBLB,AKLFZ,AKLFZ,QUAN,Actual cumulative delivery go-ahead quantity
VBLB,AKMFZ,AKMFZ,QUAN,Actual cumulative material go-ahead quantity
VBLB,CYDAT,CYDAT,DATS,Date on which cumulative received quantity set to zero
VBLB,CYEFZ,CYEFZ,QUAN,Cumulative quantity reached on date zero setting made
VBLB,DOCNUM,EDI_DOCNUM,NUMC,IDoc number
VBLB,EDLDT,EDLDT,DATS,Date of last delivery sent by external agent to customer
VBLB,EDLLS,LFEDL,CHAR,Last dlv. note sent by ext. service agent to the customer
VBLB,ERDAT,ERDAT,DATS,Date on Which Record Was Created
VBLB,ERNAM,ERNAM,CHAR,Name of Person who Created the Object
VBLB,ERZEI,ERZET,TIMS,Entry time
VBLB,FFEIN,FFEIN,CHAR,Production go-ahead - Unit validity period
VBLB,FFLAUF,FFLAUF,NUMC,Production go-ahead  - validity period
VBLB,GJKUN,GJKUN,NUMC,Customer fiscal year
VBLB,HIFFZ,HIFFZ,QUAN,Highest cumulative production go-ahead quantity
VBLB,HIFFZLI,HIFFZLI,NUMC,Internal schedule no.for highest prod.go-ahead cml.qty
VBLB,HILFZ,HILFZ,QUAN,Highest delivery go-ahead cumulative quantity
VBLB,HILFZLI,HILFZLI,NUMC,Internal schedule number for highest dlv.go-ahead cml.qty
VBLB,HIMFZ,HIMFZ,QUAN,Highest cumulative material go-ahead quantity
VBLB,HIMFZLI,HIMFZLI,NUMC,Internal schedule number for highest mat.go-ahead cml.qty
VBLB,KRITB,KRITB,CHAR,Key for high priority stock
VBLB,LABKY,BSTAS,CHAR,Requirements status key
VBLB,LABNK,LABNK,CHAR,Customer number for forecast / JIT dlv. sched.
VBLB,LFDKD,LFDKD,DATS,Date of last delivery posted by the customer
VBLB,LFMAIS,LFMAIS,CHAR,Last pick-up sheet sent by the customer
VBLB,LFMKD,LFMKD,QUAN,Last delivery quantity received by the customer
VBLB,LFNKD,LFNKD,CHAR,Last delivery confirmed by the customer
VBLB,MAIDT,MAIDT,DATS,Date of last pick-up sheet
VBLB,MANDT,MANDT,CLNT,Client
VBLB,MFEIN,MFEIN,CHAR,Material go-ahead - unit validity period
VBLB,MFLAUF,MFLAUF,NUMC,Material go-ahead - validity period
VBLB,POSNR,POSNR_VA,NUMC,Sales Document Item
VBLB,TERSL,TERSL,CHAR,Date key for schedule line dates
VBLB,UMVKN,UMVKN,DEC,Denominator (Divisor) for Conversion of Sales Qty into SKU
VBLB,UMVKZ,UMVKZ,DEC,Numerator (factor) for conversion of sales quantity into SKU
VBLB,USR01,USR01_D,CHAR,Additional data field 1 for delivery schedules
VBLB,USR02,USR02_D,CHAR,Additional data field 2 for delivery schedules
VBLB,USR03,USR03_D,CHAR,Additional data field 3 for delivery schedules
VBLB,USR04,USR04_D,CHAR, Additional data field 4 for delivery schedules
VBLB,USR05,USR05_D,CHAR,Additional data field 5 for delivery schedules
VBLB,VBELN,VBELN_VA,CHAR,Sales Document
VBLB,VBRST,VBRST,CHAR,Customer point of consumption
VBLB,VJKUN,VJKUN,NUMC,Customer fiscal year which is not yet closed
ADRC,ADDRESS_ID,AD_ADDR_ID,CHAR,(Not supported) Physical address ID
ADRC,ADDRNUMBER,AD_ADDRNUM,CHAR,Address number
ADRC,ADDRORIGIN,AD_ORIGINA,CHAR,(Not Supported) Address Data Source (Key)
ADRC,ADDR_GROUP,AD_GROUP,CHAR,Address Group (Key) (Business Address Services)
ADRC,BUILDING,AD_BLDNG,CHAR,Building (Number or Code)
ADRC,CHCKSTATUS,AD_CHECKST,CHAR,City file test status
ADRC,CITY1,AD_CITY1,CHAR,City
ADRC,CITY2,AD_CITY2,CHAR,District
ADRC,CITYH_CODE,AD_CITYHNM,CHAR,Different city for city/street file
ADRC,CITYP_CODE,AD_CITYPNM,CHAR,District code for City and Street file
ADRC,CITY_CODE,AD_CITYNUM,CHAR,City code for city/street file
ADRC,CITY_CODE2,AD_CIT2NUM,CHAR,City PO box code (City file)
ADRC,CLIENT,MANDT,CLNT,Client
ADRC,COUNTRY,LAND1,CHAR,Country Key
ADRC,DATE_FROM,AD_DATE_FR,DATS,Valid-from date - in current Release only 00010101 possible
ADRC,DATE_TO,AD_DATE_TO,DATS,Valid-to date in current Release only 99991231 possible
ADRC,DEFLT_COMM,AD_COMM,CHAR,Communication Method (Key) (Business Address Services)
ADRC,DONT_USE_P,AD_NO_USEP,CHAR,PO Box Address Undeliverable Flag
ADRC,DONT_USE_S,AD_NO_USES,CHAR,Street Address Undeliverable Flag
ADRC,EXTENSION1,AD_EXTENS1,CHAR,Extension (only for data conversion) (e.g. data line)
ADRC,EXTENSION2,AD_EXTENS2,CHAR,Extension (only for data conversion) (e.g. telebox)
ADRC,FAX_EXTENS,AD_FXXTNS1,CHAR,First fax no.: extension
ADRC,FAX_NUMBER,AD_FXNMBR1,CHAR,First fax no.: dialling code+number
ADRC,FLAGCOMM10,AD_FLGCM10,CHAR,Flag: Printer maintained
ADRC,FLAGCOMM11,AD_FLGCM11,CHAR,Flag: SSF maintained
ADRC,FLAGCOMM12,AD_FLGCM12,CHAR,Flag: URI/FTP address maintained
ADRC,FLAGCOMM13,AD_FLGCM13,CHAR,Flag: Pager address maintained
ADRC,FLAGCOMM2,AD_FLGCM02,CHAR,Flag: Telephone number(s) maintained
ADRC,FLAGCOMM3,AD_FLGCM03,CHAR,Flag: Fax number(s) maintained
ADRC,FLAGCOMM4,AD_FLGCM04,CHAR,Flag: Teletex number(s) maintained
ADRC,FLAGCOMM5,AD_FLGCM05,CHAR,Flag: Telex number(s) maintained
ADRC,FLAGCOMM6,AD_FLGCM06,CHAR,Indicator: E-Mail Address(es) Maintained
ADRC,FLAGCOMM7,AD_FLGCM07,CHAR,Flag: RML (remote mail) addresse(s) maintained
ADRC,FLAGCOMM8,AD_FLGCM08,CHAR,Flag: X.400 addresse(s) maintained
ADRC,FLAGCOMM9,AD_FLGCM09,CHAR,Flag: RFC destination(s) maintained
ADRC,FLAGGROUPS,AD_FLGGP,CHAR,Flag: There are more address group assignments
ADRC,FLOOR,AD_FLOOR,CHAR,Floor in building
ADRC,HOME_CITY,AD_CITY3,CHAR,City (different from postal city)
ADRC,HOUSE_NUM1,AD_HSNM1,CHAR,House Number
ADRC,HOUSE_NUM2,AD_HSNM2,CHAR,House number supplement
ADRC,HOUSE_NUM3,AD_HSNM3,CHAR,(Not supported) House Number Range
ADRC,LANGU,SPRAS,LANG,Language Key
ADRC,LANGU_CREA,AD_LANGUCR,LANG,Address record creation original language
ADRC,LOCATION,AD_LCTN,CHAR,Street 5
ADRC,MC_CITY1,AD_MC_CITY,CHAR,City name in upper case for search help
ADRC,MC_NAME1,AD_MC_NAME,CHAR,Name (field NAME1) in upper case for matchcode
ADRC,MC_STREET,AD_MC_STRT,CHAR,Street name in upper case for search help
ADRC,NAME1,AD_NAME1,CHAR,Name 1
ADRC,NAME2,AD_NAME2,CHAR,Name 2
ADRC,NAME3,AD_NAME3,CHAR,Name 3
ADRC,NAME4,AD_NAME4,CHAR,Name 4
ADRC,NAME_CO,AD_NAME_CO,CHAR,c/o name
ADRC,NAME_TEXT,AD_NAMETXT,CHAR,Converted name field (with form of address)
ADRC,NATION,AD_NATION,CHAR,International address version ID
ADRC,PCODE1_EXT,AD_PST1XT,CHAR,"(Not Supported)City Postal Code Extension, e.g. ZIP+4+2 Code"
ADRC,PCODE2_EXT,AD_PST2XT,CHAR,(Not Supported) PO Box Postal Code Extension
ADRC,PCODE3_EXT,AD_PST3XT,CHAR,(Not Supported) Major Customer Postal Code Extension
ADRC,PERS_ADDR,AD_PRSADDR,CHAR,Flag: This is a personal address
ADRC,POSTALAREA,AD_PSTLAR,CHAR,(Not Supported) Post Delivery District
ADRC,POST_CODE1,AD_PSTCD1,CHAR,City postal code
ADRC,POST_CODE2,AD_PSTCD2,CHAR,PO Box postal code
ADRC,POST_CODE3,AD_PSTCD3,CHAR,Company postal code (for large customers)
ADRC,PO_BOX,AD_POBX,CHAR,PO Box
ADRC,PO_BOX_CTY,AD_POBXCTY,CHAR,PO box country
ADRC,PO_BOX_LOC,AD_POBXLOC,CHAR,PO Box city
ADRC,PO_BOX_NUM,AD_POBXNUM,CHAR,Flag: PO Box without number
ADRC,PO_BOX_REG,AD_POBXREG,CHAR,"Region for PO Box (Country, State, Province, ...)"
ADRC,REGIOGROUP,REGIOGROUP,CHAR,Regional structure grouping
ADRC,REGION,REGIO,CHAR,"Region (State, Province, County)"
ADRC,ROOMNUMBER,AD_ROOMNUM,CHAR,Room or Appartment Number
ADRC,SORT1,AD_SORT1,CHAR,Search Term 1
ADRC,SORT2,AD_SORT2,CHAR,Search Term 2
ADRC,SORT_PHN,AD_SRTPHN,CHAR,(Not Supported) Phonetic Search Sort Field
ADRC,STREET,AD_STREET,CHAR,Street
ADRC,STREETABBR,AD_STRABBR,CHAR,(Not Supported) Abbreviation of Street Name
ADRC,STREETCODE,AD_STRNUM,CHAR,Street Number for City/Street File
ADRC,STR_SUPPL1,AD_STRSPP1,CHAR,Street 2
ADRC,STR_SUPPL2,AD_STRSPP2,CHAR,Street 3
LIKP,LISPL,LNSPL_LIKP,CHAR,Delivery within one warehouse
LIKP,LOC_GUID,LOC_GUID16,RAW,Akkreditiv (GUID)
LIKP,LPRIO,LPRIO,NUMC,Delivery Priority
LIKP,LSTEL,LSTEL,CHAR,Loading Point
LIKP,MANDT,MANDT,CLNT,Client
LIKP,NETWR,NETWR_AK,CURR,Net Value of the Sales Order in Document Currency
LIKP,NTGEW,NTGEW_15,QUAN,Net weight
LIKP,PERFK,PERFK,CHAR,Invoice dates (calendar identification)
LIKP,PIOIV,PIOIV,CHAR,Date for intercompany billing
LIKP,PODAT,PODAT,DATS,Date (proof of delivery)
LIKP,POTIM,POTIM,TIMS,Confirmation time
LIKP,PRINTER_PROFILE,DRUCK_PROFIL_ID,CHAR,Description of print profile
LIKP,PROLI,ADGE_PROLI,CHAR,Dangerous Goods Management Profile in SD Documents
LIKP,PRVBE,PRVBE,CHAR,Supply Area
LIKP,ROUTA,ROUTE,CHAR,Route
LIKP,ROUTE,ROUTE,CHAR,Route
LIKP,SAKES,GTS_SAKES,CHAR,SAP Global Trade Services: Storage Status of Delivery
LIKP,SBGRP,SBGRP_CM,CHAR,Credit representative group for credit management
LIKP,SDABW,SDABW,CHAR,Special processing indicator
LIKP,SPAIV,SPAIV,CHAR,Division for intercompany billing
LIKP,SPE_ACC_APP_STS,/SPE/RET_ACC_APP_STS,CHAR,Delivery Confirmation Status
LIKP,SPE_BILLING_IND,/SPE/DE_BILLING_IND,CHAR,EWM Billing Indicator
LIKP,SPE_CARRIER_IND,/SPE/DE_CARRIER_IND,CHAR,Change Indicator for the Carrier
LIKP,SPE_CHNG_SYS,/SPE/INB_CHNG_SYS,CHAR,Last Changer's System Type
LIKP,SPE_GEOROUTE,/SPE/DE_ROUTE_ID,CHAR,Description of a Geographical Route
LIKP,SPE_GEOROUTEIND,/SPE/DE_ROUTE_IND,CHAR,Change Indicator for the Route
LIKP,SPE_GTS_REL,/SPE/DE_LEG_GTS_CODE,CHAR,Goods Traffic Type
LIKP,SPE_GTS_RT_CDE,/SPE/DE_ROUTE_GTS_CODE,CHAR,Route Code for SAP Global Trade Services
LIKP,SPE_INV_BFR_GI,/SPE/INV_BFR_GI,CHAR,Invoice Creation Before Goods Issue
LIKP,SPE_LE_SCENARIO,/SPE/LE_SCENARIO,CHAR,Scenario Logistic Execution
LIKP,SPE_LIFEX_TYPE,/SPE/DE_LIFEX_TYPE,CHAR,Type of External Identification
LIKP,SPE_LOC_SEQ,/SPE/RET_LOC_SEQ_D,CHAR,Sequence of Intermediate Locations in Returns Process
LIKP,SPE_LOEKZ,LOEKZ_BK,CHAR,Document deletion indicator
LIKP,SPE_ORIG_SYS,/SPE/INB_ORIGIN_SYS,CHAR,Original System Type
LIKP,SPE_PRO_NUMBER,/SPE/PRO_NUMBER,CHAR,Partner Identification : Progressive Identification Number
LIKP,SPE_QI_STATUS,/SPE/RET_QI_STATUS,CHAR,Status of Quality Inspection for Returns Deliveries
LIKP,SPE_RED_IND,/SPE/RED_IND,CHAR,SPE indicator if redirecting has occured
LIKP,SPE_REL_TMSTMP,/SPE/DE_RELEASE_TMSTMP,DEC,Release Time Stamp
LIKP,SPE_RET_CANC,/SPE/RET_CANC,CHAR,Returns: Flag showing that an ASN is cancelled
LIKP,SPE_REV_VLSTK,VLSTK,CHAR,Distribution Status (Decentralized Warehouse Processing)
LIKP,SPE_SHP_INF_STS,/SPE/RET_SHP_INF_STS,CHAR,Shipment Information Status
LIKP,SPE_TTYPE,/SPE/TTYPE,CHAR,Means of Transport
LIKP,SPE_UNIT_SYSTEM,/SPE/DE_UNIT_SYSTEM,CHAR,Measurement Unit System
LIKP,SPE_WAUHR_IST,WAUHR,TIMS,"Time of Goods Issue (Local, Relating to a Plant)"
LIKP,SPE_WAZONE_IST,TZNZONE,CHAR,Time Zone
LIKP,STAFO,STAFO,CHAR,Update group for statistics update
LIKP,STCUR,STCUR,DEC,Exchange rate for statistics
LIKP,STWAE,STWAE,CUKY,Statistics currency
LIKP,STZKL,STZKL,DEC,Not Currently in Use
LIKP,STZZU,STZZU,DEC,not currently in use
LIKP,TCODE,TCODE,CHAR,Transaction Code
LIKP,TDDAT,TDDAT_D,DATS,Transportation Planning Date
LIKP,TDUHR,TDUHR,TIMS,"Transp. Planning Time (Local, Relating to a Shipping Point)"
LIKP,TERNR,AUFNR,CHAR,Order Number
LIKP,TPGRP,TPGRP,CHAR,not currently in use
LIKP,TPQUA,TPQUA,CHAR,not currently in use
LIKP,TPSID,TPSID,CHAR,ID for external transport system
LIKP,TRAGR,TRAGR,CHAR,Transportation Group
LIKP,TRAID,TRAID,CHAR,Means of Transport ID
LIKP,TRATY,TRATY,CHAR,Means-of-Transport Type
LIKP,TRMTYP,TRMTYP,CHAR,Means of Transport
LIKP,TRSPG,TRSPG,CHAR,Shipment Blocking Reason
LIKP,TSEGFL,TSEGEXISTS,CHAR,Time segment exists
LIKP,TSEGTP,TSEGTPLLIK,CHAR,Event group time segment delivery header
LIKP,TZONIS,TSEGZONISS,CHAR,Time zone of delivering location
LIKP,TZONRC,TSEGZONREC,CHAR,Time zone of recipient location
LIKP,VBEAK,VBEAK,DEC,Shipping processing time for the entire document
LIKP,VBELN,VBELN_VL,CHAR,Delivery
LIKP,VBTYP,VBTYP,CHAR,SD document category
LIKP,VBUND,VBUND,CHAR,Company ID
LIKP,VERUR,VERUR_VL,CHAR,Distribution delivery
LIKP,VERURSYS,VERURSYS,CHAR,Distribution delivery: Original system
LIKP,VGANZ,SHP_VGANZ,INT4,Number of Delivery Items with Precedessor in Other System
LIKP,VKBUR,VKBUR,CHAR,Sales Office
LIKP,VKOIV,VKOIV,CHAR,Sales organization for intercompany billing
LIKP,VKORG,VKORG,CHAR,Sales Organization
LIKP,VLSTK,VLSTK,CHAR,Distribution Status (Decentralized Warehouse Processing)
LIKP,VOLEH,VOLEH,UNIT,Volume unit
LIKP,VOLUM,VOLUM_15,QUAN,Volume
LIKP,VSART,VSARTTR,CHAR,Shipping type
LIKP,VSBED,VSBED,CHAR,Shipping Conditions
LIKP,VSTEL,VSTEL,CHAR,Shipping Point/Receiving Point
LIKP,VTWIV,VTWIV,CHAR,Distribution channel for intercompany billing
LIKP,WADAT,WADAK,DATS,Planned goods movement date
LIKP,WADAT_IST,WADAT_IST,DATS,Actual Goods Movement Date
LIKP,WAERK,WAERK,CUKY,SD Document Currency
LIKP,WAUHR,WAUHR,TIMS,"Time of Goods Issue (Local, Relating to a Plant)"
LIKP,WERKS,EMPFW,CHAR,Receiving plant for deliveries
LIKP,XABLN,XABLN,CHAR,Goods Receipt/Issue Slip Number
LIKP,XBLNR,XBLNR_LIKP,CHAR,Reference Document Number
LIKP,XWOFF,XWOFF,CHAR,Calculation of val. open
LIKP,ZUKRL,DZUKRL,CHAR,Combination criteria for delivery
KONH,AKTNR,WAKTION,CHAR,Promotion
KONH,DATAB,DATAB,DATS,Valid-From Date
KONH,DATBI,DATBI,DATS,Valid To Date
KONH,ERDAT,ERDAT,DATS,Date on Which Record Was Created
KONH,ERNAM,ERNAM,CHAR,Name of Person who Created the Object
KONH,KAPPL,KAPPL,CHAR,Application
KONH,KNUMA_AG,KNUMA_AG,CHAR,Sales deal
KONH,KNUMA_BO,KNUMA_BO,CHAR,Agreement (subsequent settlement)
